time,bid,ask,mid_price,inventory,executed price,pnl
1,0.9503047635107198,1.0503047635107199,1.0361645555018582,1,0.9503047635107198,-0.9503047635107198
2,1.0361645555018582,1.0361645555018582,1.0559013584077945,2,1.0361645555018582,-1.986469319012578
3,1.1059013584077946,1.0059013584077945,1.10346359357147,1,1.0059013584077945,-0.9805679606047835
4,1.10346359357147,1.10346359357147,1.1295775637705054,0,1.10346359357147,0.1228956329666866
5,1.0795775637705054,1.1795775637705055,1.09238892703806,0,,0.1228956329666866
6,1.04238892703806,1.14238892703806,1.0874275208276167,0,,0.1228956329666866
7,1.0374275208276167,1.1374275208276168,1.130104019712477,1,1.0374275208276167,-0.9145318878609301
8,1.130104019712477,1.130104019712477,1.1444905317205434,2,1.130104019712477,-2.044635907573407
9,1.1944905317205434,1.0944905317205433,1.1388319516032765,3,1.1944905317205434,-3.2391264392939503
10,1.2388319516032764,1.0388319516032767,1.1115558237817542,3,,-3.2391264392939503
11,1.211555823781754,1.0115558237817543,1.0679375493921717,2,1.0115558237817543,-2.227570615512196
12,1.1179375493921717,1.0179375493921716,1.1007006665914298,3,1.1179375493921717,-3.3455081649043676
13,1.20070066659143,1.0007006665914298,1.1265094405999672,2,1.0007006665914298,-2.344807498312938
14,1.1765094405999672,1.0765094405999671,1.111962037412954,3,1.1765094405999672,-3.5213169389129053
15,1.2119620374129538,1.011962037412954,1.1512741495451737,2,1.011962037412954,-2.509354901499951
16,1.2012741495451738,1.1012741495451737,1.17911249925255,2,,-2.509354901499951
17,1.22911249925255,1.1291124992525499,1.1757845996252534,2,,-2.509354901499951
18,1.2257845996252534,1.1257845996252533,1.1301649762039763,1,1.1257845996252533,-1.3835703018746979
19,1.1301649762039763,1.1301649762039763,1.1484698715282218,2,1.1301649762039763,-2.5137352780786744
20,1.1984698715282218,1.0984698715282217,1.1729460871190034,1,1.0984698715282217,-1.4152654065504526
21,1.1729460871190034,1.1729460871190034,1.1555286229328185,2,1.1729460871190034,-2.588211493669456
22,1.2055286229328186,1.1055286229328185,1.1425745935363054,2,,-2.588211493669456
23,1.1925745935363055,1.0925745935363054,1.111521729444734,1,1.0925745935363054,-1.4956369001331504
24,1.111521729444734,1.111521729444734,1.0745138799782812,2,1.111521729444734,-2.607158629577884
25,1.1245138799782812,1.0245138799782811,1.0472048148833697,2,,-2.607158629577884
26,1.0972048148833697,0.9972048148833698,1.0641862143516208,3,1.0972048148833697,-3.704363444461254
27,1.1641862143516208,0.9641862143516208,1.0974540339574046,3,,-3.704363444461254
28,1.1974540339574045,0.9974540339574046,1.1174805441576294,4,1.1974540339574045,-4.901817478418659
29,1.2674805441576293,0.9674805441576295,1.1507065242971495,3,0.9674805441576295,-3.9343369342610295
30,1.2507065242971493,1.0507065242971496,1.1811829600468298,2,1.0507065242971496,-2.88363040996388
31,1.2311829600468298,1.1311829600468297,1.1600157704398542,2,,-2.88363040996388
32,1.2100157704398542,1.110015770439854,1.1782653208373517,3,1.2100157704398542,-4.093646180403734
