time,bid,ask,mid_price,inventory,executed price,pnl
1,0.9504634484318897,1.0504634484318898,1.0277117346241493,0,,0.0
2,0.9777117346241493,1.0777117346241494,1.0479637413171383,1,0.9777117346241493,-0.9777117346241493
3,1.0479637413171383,1.0479637413171383,1.0285738051363265,2,1.0479637413171383,-2.025675475941288
4,1.0785738051363265,0.9785738051363265,1.0739653080921976,3,1.0785738051363265,-3.1042492810776143
5,1.1739653080921975,0.9739653080921976,1.0944043154985177,3,,-3.1042492810776143
6,1.1944043154985176,0.9944043154985177,1.1169119689614702,2,0.9944043154985177,-2.1098449655790965
7,1.1669119689614702,1.0669119689614701,1.0949364919386477,3,1.1669119689614702,-3.2767569345405665
8,1.1949364919386478,0.9949364919386477,1.1409369959991889,4,1.1949364919386478,-4.471693426479215
9,1.2909369959991888,0.9909369959991889,1.14936646475613,5,1.2909369959991888,-5.762630422478404
10,1.3493664647561299,0.94936646475613,1.1439291043932756,4,0.94936646475613,-4.813263957722274
11,1.2939291043932755,0.9939291043932756,1.1298584967100513,5,1.2939291043932755,-6.10719306211555
12,1.3298584967100513,0.9298584967100514,1.0899297177391911,4,0.9298584967100514,-5.1773345654054985
13,1.239929717739191,0.9399297177391912,1.1103147440962768,4,,-5.1773345654054985
14,1.2603147440962768,0.9603147440962769,1.116106986047626,4,,-5.1773345654054985
15,1.266106986047626,0.9661069860476261,1.0872517824594665,4,,-5.1773345654054985
16,1.2372517824594664,0.9372517824594666,1.0536486166786025,5,1.2372517824594664,-6.414586347864965
17,1.2536486166786025,0.8536486166786026,1.014726575082268,6,1.2536486166786025,-7.668234964543568
18,1.264726575082268,0.764726575082268,0.976635823925577,5,0.764726575082268,-6.903508389461299
19,1.176635823925577,0.7766358239255771,0.9941214389051909,6,1.176635823925577,-8.080144213386877
20,1.244121438905191,0.7441214389051909,1.038841128863129,6,,-8.080144213386877
21,1.288841128863129,0.788841128863129,1.0856107642980688,5,0.788841128863129,-7.291303084523748
22,1.2856107642980688,0.8856107642980688,1.0637410947725907,6,1.2856107642980688,-8.576913848821818
23,1.3137410947725907,0.8137410947725907,1.0479743259806564,6,,-8.576913848821818
24,1.2979743259806564,0.7979743259806564,1.0615513190990502,5,0.7979743259806564,-7.778939522841161
25,1.2615513190990502,0.8615513190990503,1.0213325444914678,4,0.8615513190990503,-6.91738820374211
26,1.1713325444914677,0.8713325444914679,1.0287740786301556,4,,-6.91738820374211
27,1.1787740786301555,0.8787740786301557,1.006428302222017,5,1.1787740786301555,-8.096162282372266
28,1.206428302222017,0.8064283022220171,1.033825394636141,6,1.206428302222017,-9.302590584594283
29,1.283825394636141,0.7838253946361411,0.9959227186487353,5,0.7838253946361411,-8.518765189958142
30,1.1959227186487351,0.7959227186487352,0.9543928651389643,4,0.7959227186487352,-7.722842471309407
31,1.1043928651389643,0.8043928651389642,0.9241061301000087,3,0.8043928651389642,-6.918449606170443
32,1.0241061301000087,0.8241061301000088,0.9239871055546625,2,0.8241061301000088,-6.094343476070434
33,0.9739871055546624,0.8739871055546625,0.9601243438923112,2,,-6.094343476070434
34,1.010124343892311,0.9101243438923111,0.926277010376749,3,1.010124343892311,-7.104467819962745
35,1.0262770103767491,0.826277010376749,0.885557362584791,4,1.0262770103767491,-8.130744830339495
36,1.035557362584791,0.7355573625847911,0.890261023675763,3,0.7355573625847911,-7.395187467754704
37,0.990261023675763,0.790261023675763,0.8578355933637763,2,0.790261023675763,-6.6049264440789415
38,0.9078355933637763,0.8078355933637764,0.8377372416352636,1,0.8078355933637764,-5.797090850715165
39,0.8377372416352636,0.8377372416352636,0.8115646092366023,1,,-5.797090850715165
40,0.8115646092366023,0.8115646092366023,0.7754311894800496,0,0.8115646092366023,-4.985526241478563
41,0.7254311894800496,0.8254311894800497,0.8144813726850941,0,,-4.985526241478563
42,0.7644813726850941,0.8644813726850942,0.7725137925313202,-1,0.8644813726850942,-4.121044868793469
43,0.6725137925313202,0.8725137925313203,0.7432436455374245,-1,,-4.121044868793469
44,0.6432436455374244,0.8432436455374246,0.7750514066412393,-1,,-4.121044868793469
45,0.6750514066412392,0.8750514066412394,0.7461302375375283,-1,,-4.121044868793469
46,0.6461302375375282,0.8461302375375284,0.7957116048216022,-1,,-4.121044868793469
47,0.6957116048216021,0.8957116048216023,0.7820505833802652,-1,,-4.121044868793469
48,0.6820505833802651,0.8820505833802653,0.776878375228983,-1,,-4.121044868793469
49,0.6768783752289829,0.876878375228983,0.8216068135541461,-1,,-4.121044868793469
50,0.721606813554146,0.9216068135541462,0.8070032758948046,-1,,-4.121044868793469
51,0.7070032758948045,0.9070032758948047,0.7626957024464203,-1,,-4.121044868793469
52,0.6626957024464202,0.8626957024464204,0.8021181579786788,-1,,-4.121044868793469
53,0.7021181579786787,0.9021181579786789,0.8030068428000537,-1,,-4.121044868793469
54,0.7030068428000537,0.9030068428000538,0.75689729979352,-1,,-4.121044868793469
55,0.65689729979352,0.8568972997935201,0.7859970612139795,-1,,-4.121044868793469
56,0.6859970612139794,0.8859970612139796,0.8035784861427322,-1,,-4.121044868793469
57,0.7035784861427321,0.9035784861427323,0.7864432414748086,-1,,-4.121044868793469
58,0.6864432414748085,0.8864432414748087,0.8319153425565691,-1,,-4.121044868793469
59,0.731915342556569,0.9319153425565692,0.8807705217443808,-1,,-4.121044868793469
60,0.7807705217443807,0.9807705217443808,0.8379837229993995,-1,,-4.121044868793469
61,0.7379837229993994,0.9379837229993996,0.8206728189742803,-1,,-4.121044868793469
62,0.7206728189742803,0.9206728189742804,0.8438459471272622,-1,,-4.121044868793469
63,0.7438459471272622,0.9438459471272623,0.8351322053233505,-1,,-4.121044868793469
64,0.7351322053233504,0.9351322053233506,0.8717376026759772,-1,,-4.121044868793469
65,0.7717376026759771,0.9717376026759773,0.8827337014361791,-1,,-4.121044868793469
66,0.782733701436179,0.9827337014361792,0.8766941275957213,-1,,-4.121044868793469
67,0.7766941275957212,0.9766941275957214,0.8893781637924264,-1,,-4.121044868793469
68,0.7893781637924263,0.9893781637924265,0.8995651474371872,-1,,-4.121044868793469
69,0.7995651474371871,0.9995651474371873,0.9416469027849617,-1,,-4.121044868793469
70,0.8416469027849616,1.0416469027849617,0.9341317690753892,-2,1.0416469027849617,-3.079397966008507
71,0.7841317690753892,1.0841317690753893,0.9222785886879683,-2,,-3.079397966008507
72,0.7722785886879683,1.0722785886879684,0.9612602447487315,-2,,-3.079397966008507
73,0.8112602447487315,1.1112602447487316,0.9129905757720956,-2,,-3.079397966008507
74,0.7629905757720956,1.0629905757720957,0.9183088187334744,-2,,-3.079397966008507
